,wl,px,py,pz,mx,my,mz,Fx,Fxe0,Fxe1,Fxe2,Fxm0,Fxm1,Fxm2,Fxcross,Fy,Fye0,Fye1,Fye2,Fym0,Fym1,Fym2,Fycross,Fz,Fze0,Fze1,Fze2,Fzm0,Fzm1,Fzm2,Fzcross,Fxspp,Fxsppe1,Fxsppe2,Fxsppm1,Fxsppm2,Fyspp,Fysppe1,Fysppe2,Fysppm1,Fysppm2
82,1092 nanometer,(4.842177406300597e-31-2.4941927671988933e-31j) coulomb * meter,0j coulomb * meter,(7.384282234305259e-32+1.7582574865328737e-31j) coulomb * meter,0j ampere * meter ** 2,(4.856436113943939e-23-1.8895831339611348e-22j) ampere * meter ** 2,0j ampere * meter ** 2,9.85912039146348e-25 newton,8.724698163294215e-25 newton,-1.7929650751400673e-25 newton,-2.7059260358827503e-25 newton,9.327119983756463e-25 newton,0.0 newton,-4.4763477980131536e-26 newton,-3.2461718647630665e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-2.3214963402352448e-24 newton,7.105763862181723e-25 newton,-6.080179891527325e-25 newton,-8.871633436699882e-25 newton,2.564949842422623e-25 newton,-9.03671780391717e-26 newton,-9.292466684327081e-25 newton,-7.737725314010788e-25 newton,-4.0060754973075794e-25 newton,-5.690975811009645e-26 newton,-3.945893556636703e-25 newton,0.0 newton,5.089156404300857e-26 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
83,1098 nanometer,(5.040485168062241e-31-2.614106928124021e-31j) coulomb * meter,0j coulomb * meter,(7.704110724402042e-32+1.776518442215414e-31j) coulomb * meter,0j ampere * meter ** 2,(3.558864639812404e-23-1.9003391095640297e-22j) ampere * meter ** 2,0j ampere * meter ** 2,9.862566769932038e-25 newton,8.976917298325974e-25 newton,-1.8529699633488467e-25 newton,-2.6707433237233015e-25 newton,9.302126337928518e-25 newton,0.0 newton,-5.690426084418257e-26 newton,-3.3237209708084793e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-2.582434225515794e-24 newton,7.480038534074601e-25 newton,-6.43301749396311e-25 newton,-9.595452084924492e-25 newton,7.793271442364251e-26 newton,-8.851711135816581e-26 newton,-9.924797726316692e-25 newton,-7.245269514683015e-25 newton,-4.090957664758478e-25 newton,-5.850134192792915e-26 newton,-3.8053551270067974e-25 newton,0.0 newton,2.994108815276111e-26 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
84,1104 nanometer,(5.210512092691464e-31-2.76203531322035e-31j) coulomb * meter,0j coulomb * meter,(8.026160290974606e-32+1.7942861051941944e-31j) coulomb * meter,0j ampere * meter ** 2,(2.312541645021726e-23-1.899060467044528e-22j) ampere * meter ** 2,0j ampere * meter ** 2,9.803540554866868e-25 newton,9.168504282746362e-25 newton,-1.9066806252708445e-25 newton,-2.622215807607174e-25 newton,9.223093219433287e-25 newton,0.0 newton,-6.812520322125315e-26 newton,-3.377908482222233e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-2.7974789463715927e-24 newton,7.920813941190095e-25 newton,-6.7796838154095475e-25 newton,-1.0181937849465236e-24 newton,-8.79398009980035e-26 newton,-8.623615854271646e-26 newton,-1.0429563418490097e-24 newton,-6.762658726133943e-25 newton,-4.1486089625641505e-25 newton,-5.988141482289976e-26 newton,-3.6519331986204065e-25 newton,0.0 newton,1.0213838428525132e-26 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
85,1110 nanometer,(5.35172791673844e-31-2.9327150366129325e-31j) coulomb * meter,0j coulomb * meter,(8.350950539579906e-32+1.811455043789334e-31j) coulomb * meter,0j ampere * meter ** 2,(1.1187403221042098e-23-1.886573687708671e-22j) ampere * meter ** 2,0j ampere * meter ** 2,9.685542015189653e-25 newton,9.301614026405172e-25 newton,-1.9536931346727324e-25 newton,-2.561204649482237e-25 newton,9.093798194295007e-25 newton,0.0 newton,-7.846898180399009e-26 newton,-3.4102826033156563e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-2.970376109617277e-24 newton,8.41354679812292e-25 newton,-7.1154890094404045e-25 newton,-1.0642813134400864e-24 newton,-2.4148710786448783e-25 newton,-8.353982743268239e-26 newton,-1.0818109764682073e-24 newton,-6.290626632800647e-25 newton,-4.180839228363186e-25 newton,-6.104088592535869e-26 newton,-3.4869312721083165e-25 newton,0.0 newton,-8.349909700128542e-27 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
86,1116 nanometer,(5.466128024588438e-31-3.1267774321387867e-31j) coulomb * meter,0j coulomb * meter,(8.680841104068324e-32+1.8275941425266597e-31j) coulomb * meter,0j ampere * meter ** 2,(-4.745133763825022e-25-1.8615732944617366e-22j) ampere * meter ** 2,0j ampere * meter ** 2,9.505622149640921e-25 newton,9.380798082128355e-25 newton,-1.9949016757207274e-25 newton,-2.4844151861354354e-25 newton,8.906088178321815e-25 newton,0.0 newton,-8.81778457590281e-26 newton,-3.420168791362805e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-3.105564446466343e-24 newton,8.96079338619021e-25 newton,-7.443167274501634e-25 newton,-1.0989761967373006e-24 newton,-3.860863479830913e-25 newton,-8.027936279183873e-26 newton,-1.110150361625629e-24 newton,-5.818347884973407e-25 newton,-4.187518342327705e-25 newton,-6.201113853030831e-26 newton,-3.3046313003104075e-25 newton,0.0 newton,-2.627756567142143e-26 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
87,1122 nanometer,(5.548349160609737e-31-3.3320742208396758e-31j) coulomb * meter,0j coulomb * meter,(9.012939658253335e-32+1.8431011457845599e-31j) coulomb * meter,0j ampere * meter ** 2,(-1.1355523683275652e-23-1.8273642991939094e-22j) ampere * meter ** 2,0j ampere * meter ** 2,9.275674422622504e-25 newton,9.402040702755938e-25 newton,-2.0277863373732938e-25 newton,-2.398725824391489e-25 newton,8.679043682915898e-25 newton,0.0 newton,-9.683628160382149e-26 newton,-3.4105349852463367e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-3.2012798525284958e-24 newton,9.527154864495136e-25 newton,-7.747833873454697e-25 newton,-1.122119689690528e-24 newton,-5.160510785204803e-25 newton,-7.674180346913489e-26 newton,-1.1278235061355867e-24 newton,-5.364758738168095e-25 newton,-4.171246906916985e-25 newton,-6.271726676099069e-26 newton,-3.117165882070519e-25 newton,0.0 newton,-4.269083572365594e-26 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
88,1128 nanometer,(5.599156685232912e-31-3.541150230817669e-31j) coulomb * meter,0j coulomb * meter,(9.346434540474587e-32+1.8580807591534606e-31j) coulomb * meter,0j ampere * meter ** 2,(-2.1325583480536308e-23-1.7862015453549234e-22j) ampere * meter ** 2,0j ampere * meter ** 2,9.006148598311876e-25 newton,9.370132396208652e-25 newton,-2.0520250546639812e-25 newton,-2.30766204966875e-25 newton,8.42421634703097e-25 newton,0.0 newton,-1.0439226255713136e-25 newton,-3.3845904150236996e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-3.2614812935417624e-24 newton,1.009233971734475e-24 newton,-8.024660911283907e-25 newton,-1.134981910216437e-24 newton,-6.305445715001915e-25 newton,-7.305566331221655e-26 newton,-1.1360414317974502e-24 newton,-4.936255973215521e-25 newton,-4.135517784031336e-25 newton,-6.3153429977904e-26 newton,-2.929882264874856e-25 newton,0.0 newton,-5.74101219377436e-26 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
89,1134 nanometer,(5.621165269869114e-31-3.7558939284977853e-31j) coulomb * meter,0j coulomb * meter,(9.683503916276512e-32+1.8720854102582648e-31j) coulomb * meter,0j ampere * meter ** 2,(-3.062524132685937e-23-1.736568704498291e-22j) ampere * meter ** 2,0j ampere * meter ** 2,8.694333913463972e-25 newton,9.290011111014384e-25 newton,-2.0687572325726753e-25 newton,-2.207822457805596e-25 newton,8.132612575508232e-25 newton,0.0 newton,-1.1105520823248707e-25 newton,-3.341158000355501e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-3.2895160754700755e-24 newton,1.066246859004716e-24 newton,-8.278062203568096e-25 newton,-1.1383814097618378e-24 newton,-7.3278571108695465e-25 newton,-6.908079198845865e-26 newton,-1.1355542894189487e-24 newton,-4.521545118617819e-25 newton,-4.079696163948596e-25 newton,-6.335858221188382e-26 newton,-2.7369050072108497e-25 newton,0.0 newton,-7.092053346189071e-26 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
90,1140 nanometer,(5.61499845777561e-31-3.969984886965996e-31j) coulomb * meter,0j coulomb * meter,(1.0023195655037823e-31+1.8852068759327407e-31j) coulomb * meter,0j ampere * meter ** 2,(-3.911245502277384e-23-1.6804428122954628e-22j) ampere * meter ** 2,0j ampere * meter ** 2,8.34973842016801e-25 newton,9.165591158276284e-25 newton,-2.077683258459051e-25 newton,-2.1025076227823772e-25 newton,7.814600494422704e-25 newton,0.0 newton,-1.167410846552366e-25 newton,-3.2828515047371827e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-3.2880765027284657e-24 newton,1.1220284220602633e-24 newton,-8.503861884935044e-25 newton,-1.1332124460171553e-24 newton,-8.21682610495286e-25 newton,-6.494639738761514e-26 newton,-1.1272015415242221e-24 newton,-4.1267574087094593e-25 newton,-4.006612134584899e-25 newton,-6.332698950474591e-26 newton,-2.543332356969761e-25 newton,0.0 newton,-8.300098825676782e-26 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
91,1146 nanometer,(5.584041772244467e-31-4.1732563673328555e-31j) coulomb * meter,0j coulomb * meter,(1.036299628896072e-31+1.8978979561705186e-31j) coulomb * meter,0j ampere * meter ** 2,(-4.6576889583063117e-23-1.622380488484803e-22j) ampere * meter ** 2,0j ampere * meter ** 2,7.9919249087362665e-25 newton,9.006206105572296e-25 newton,-2.0788115115667696e-25 newton,-1.9988702015737781e-25 newton,7.493435133359449e-25 newton,0.0 newton,-1.2137934342999827e-25 newton,-3.216241182754949e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-3.263631169486841e-24 newton,1.1738917997121496e-24 newton,-8.697674288518615e-25 newton,-1.121549633420917e-24 newton,-8.95803034775105e-25 newton,-6.091468281712722e-26 newton,-1.1129672905685965e-24 newton,-3.7652089876538367e-25 newton,-3.9231981193878328e-25 newton,-6.306230038733565e-26 newton,-2.3595257418878345e-25 newton,0.0 newton,-9.330493736266446e-26 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
92,1152 nanometer,(5.5309322142259865e-31-4.367854136272233e-31j) coulomb * meter,0j coulomb * meter,(1.070437717683797e-31+1.9098143718560626e-31j) coulomb * meter,0j ampere * meter ** 2,(-5.320911911839899e-23-1.5612397447164889e-22j) ampere * meter ** 2,0j ampere * meter ** 2,7.619233434572327e-25 newton,8.816206931384007e-25 newton,-2.0732173536667464e-25 newton,-1.8943765412513825e-25 newton,7.162342538580871e-25 newton,0.0 newton,-1.2512851896196258e-25 newton,-3.1404369508547954e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-3.2185994121881113e-24 newton,1.222519224510982e-24 newton,-8.863926892352916e-25 newton,-1.1039746133473546e-24 newton,-9.577063651687612e-25 newton,-5.688623106992772e-26 newton,-1.0933694913630862e-24 newton,-3.427892465146722e-25 newton,-3.8289965355749936e-25 newton,-6.260024204526972e-26 newton,-2.180978900408654e-25 newton,0.0 newton,-1.0220152147136415e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
93,1158 nanometer,(5.458452483545864e-31-4.5515267023250245e-31j) coulomb * meter,0j coulomb * meter,(1.1047055763630867e-31+1.920950714027025e-31j) coulomb * meter,0j ampere * meter ** 2,(-5.903252967612943e-23-1.4981079353461627e-22j) ampere * meter ** 2,0j ampere * meter ** 2,7.237959948587084e-25 newton,8.601279880046467e-25 newton,-2.0615195890201147e-25 newton,-1.7903718299789882e-25 newton,6.82639449915757e-25 newton,0.0 newton,-1.2804359222878772e-25 newton,-3.057387089329973e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-3.1564675096489783e-24 newton,1.2673864399816117e-24 newton,-9.003668842912117e-25 newton,-1.0815116601803778e-24 newton,-1.0082052989341573e-24 newton,-5.290882031270301e-26 newton,-1.069363784402679e-24 newton,-3.114975015094612e-25 newton,-3.7263020127707305e-25 newton,-6.196209518883447e-26 newton,-2.0091673267517377e-25 newton,0.0 newton,-1.0975137341306468e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
94,1164 nanometer,(5.3694379504845275e-31-4.722649013550556e-31j) coulomb * meter,0j coulomb * meter,(1.1390748318802263e-31+1.9313030784752523e-31j) coulomb * meter,0j ampere * meter ** 2,(-6.408331694007711e-23-1.4339502774437543e-22j) ampere * meter ** 2,0j ampere * meter ** 2,6.853702823850649e-25 newton,8.366846764154863e-25 newton,-2.0443888553442112e-25 newton,-1.6879913516112346e-25 newton,6.490006877140528e-25 newton,0.0 newton,-1.301879133386854e-25 newton,-2.968891477102442e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-3.0805207856953276e-24 newton,1.308145255603222e-24 newton,-9.118431627879706e-25 newton,-1.0551208299858957e-24 newton,-1.0482181518556082e-24 newton,-4.902220714805633e-26 newton,-1.0418445007302877e-24 newton,-2.8261718879073093e-25 newton,-3.6172395009716743e-25 newton,-6.117024854327059e-26 newton,-1.8452089056048218e-25 newton,0.0 newton,-1.160328109934146e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
95,1170 nanometer,(5.266666913463826e-31-4.880158707473262e-31j) coulomb * meter,0j coulomb * meter,(1.1735171037765135e-31+1.9408690633881328e-31j) coulomb * meter,0j ampere * meter ** 2,(-6.84071320452544e-23-1.369600886365255e-22j) ampere * meter ** 2,0j ampere * meter ** 2,6.471292041297417e-25 newton,8.117923073965565e-25 newton,-2.0225142789784118e-25 newton,-1.5881610083396656e-25 newton,6.156914780636078e-25 newton,0.0 newton,-1.3162985847103127e-25 newton,-2.876571941275836e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-2.9937773551791254e-24 newton,1.344602187940131e-24 newton,-9.210076686534619e-25 newton,-1.0256803851998664e-24 newton,-1.0787220257927486e-24 newton,-4.525824622539549e-26 newton,-1.0116284176592532e-24 newton,-2.560827995885306e-25 newton,-3.503727411078796e-25 newton,-6.024719130180569e-26 newton,-1.689890851775949e-25 newton,0.0 newton,-1.2113646462847889e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
96,1176 nanometer,(5.152775941693776e-31-5.02347830948202e-31j) coulomb * meter,0j coulomb * meter,(1.208003886156489e-31+1.9496476809791472e-31j) coulomb * meter,0j ampere * meter ** 2,(-7.205584282261759e-23-1.3057614435740597e-22j) ampere * meter ** 2,0j ampere * meter ** 2,6.094773215483642e-25 newton,7.859024681378293e-25 newton,-1.9965758065689012e-25 newton,-1.4916075066140632e-25 newton,5.830184007032894e-25 newton,0.0 newton,-1.3243972970132016e-25 newton,-2.781854862731378e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-2.8989441220074775e-24 newton,1.3766939979432288e-24 newton,-9.280657667894107e-25 newton,-9.939753134784112e-25 newton,-1.1007111449371912e-24 newton,-4.1641308836129976e-26 newton,-9.79444137026121e-25 newton,-2.3180044888344243e-25 newton,-3.3874556617589774e-25 newton,-5.921470105613918e-26 newton,-1.5437072488926802e-25 newton,0.0 newton,-1.2516014023049046e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
97,1182 nanometer,(5.030204660191761e-31-5.152435758438089e-31j) coulomb * meter,0j coulomb * meter,(1.2425068653803148e-31+1.9576394310313932e-31j) coulomb * meter,0j ampere * meter ** 2,(-7.508496151318263e-23-1.2430065382532965e-22j) ampere * meter ** 2,0j ampere * meter ** 2,5.7274290257939215e-25 newton,7.594124179647901e-25 newton,-1.9672249557853877e-25 newton,-1.3988752637995523e-25 newton,5.512250676630207e-25 newton,0.0 newton,-1.3268758940214234e-25 newton,-2.6859697168778226e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-2.7984024908043913e-24 newton,1.4044636624065823e-24 newton,-9.332315015204306e-25 newton,-9.606943343217663e-25 newton,-1.1151664714613671e-24 newton,-3.818904090341893e-26 newton,-9.4592960376475e-25 newton,-2.0965520123924057e-25 newton,-3.26988272698335e-25 newton,-5.809330161393605e-26 newton,-1.4069001927967977e-25 newton,0.0 newton,-1.2820495180471892e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
98,1188 nanometer,(4.901158903577453e-31-5.267183260808985e-31j) coulomb * meter,0j coulomb * meter,(1.2769977788501115e-31+1.9648462016796507e-31j) coulomb * meter,0j ampere * meter ** 2,(-7.755124843644017e-23-1.1817926727143744e-22j) ampere * meter ** 2,0j ampere * meter ** 2,5.371833073406904e-25 newton,7.326637137597861e-25 newton,-1.9350698312755795e-25 newton,-1.3103472681232215e-25 newton,5.204977808559167e-25 newton,0.0 newton,-1.3244121883386892e-25 newton,-2.5899525850126344e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-2.6942043498993053e-24 newton,1.4280365209991861e-24 newton,-9.367183819731358e-25 newton,-9.264294903588396e-25 newton,-1.123029568926955e-24 newton,-3.491314793149263e-26 newton,-9.116318329544611e-25 newton,-1.8951844875360743e-25 newton,-3.152239013248603e-25 newton,-5.690185943873124e-26 newton,-1.2795037783509497e-25 newton,0.0 newton,-1.303716640510342e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
99,1194 nanometer,(4.767597027300236e-31-5.368127734386165e-31j) coulomb * meter,0j coulomb * meter,(1.311449074075138e-31+1.9712714140217245e-31j) coulomb * meter,0j ampere * meter ** 2,(-7.95112165728111e-23-1.1224700520144687e-22j) ampere * meter ** 2,0j ampere * meter ** 2,5.029912471603558e-25 newton,7.059440945972827e-25 newton,-1.9006681054006848e-25 newton,-1.2262667551009863e-25 newton,4.909719936681941e-25 newton,0.0 newton,-1.3176521419878385e-25 newton,-2.4946614085616993e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-2.5880914030934373e-24 newton,1.4476003214786536e-24 newton,-9.387338776536144e-25 newton,-8.916824918945674e-25 newton,-1.1251888455533468e-24 newton,-3.1820355970896783e-26 newton,-8.770132325041798e-25 newton,-1.712529209954858e-25 newton,-3.035544204837327e-25 newton,-5.56574226676049e-26 newton,-1.161382950837425e-25 newton,0.0 newton,-1.317587027323853e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
100,1200 nanometer,(4.63122320462617e-31-5.455859823047002e-31j) coulomb * meter,0j coulomb * meter,(1.3458333315618567e-31+1.9769197759647666e-31j) coulomb * meter,0j ampere * meter ** 2,(-8.101940726436135e-23-1.0652955068924101e-22j) ampere * meter ** 2,0j ampere * meter ** 2,4.703034476791947e-25 newton,6.7949030269510515e-25 newton,-1.8645201577328922e-25 newton,-1.1467605227490097e-25 newton,4.62739503781207e-25 newton,0.0 newton,-1.3071955635978654e-25 newton,-2.400787343891408e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-2.4815081925570576e-24 newton,1.463385240874965e-24 newton,-9.394735452238096e-25 newton,-8.568687364229335e-25 newton,-1.122463979494252e-24 newton,-2.891317222514837e-26 newton,-8.424552696333498e-25 newton,-1.5471873043252957e-25 newton,-2.9206204364381853e-25 newton,-5.437506749834306e-26 newton,-1.0522747550529498e-25 newton,0.0 newton,-1.3245950064018049e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
